original_index,image_link,predicted_value
47421,https://m.media-amazon.com/images/I/51TCTcT7LCL.jpg,330LBS
47475,https://m.media-amazon.com/images/I/51TH8jRhxzL.jpg,50KG
47558,https://m.media-amazon.com/images/I/51TMxg3ioHL.jpg,150 kg
47619,https://m.media-amazon.com/images/I/51TRuo8IYfL.jpg,250lb
47633,https://m.media-amazon.com/images/I/51TSc5M3WBL.jpg,25 pounds
47688,https://m.media-amazon.com/images/I/51TWDcTdvVL.jpg,150 LBS
47724,https://m.media-amazon.com/images/I/51TY7FioMpL.jpg,590.05 kg
47738,https://m.media-amazon.com/images/I/51TYz12NtBL.jpg,120LBS
47766,https://m.media-amazon.com/images/I/51TbTnAkYGL.jpg,300 pound
47787,https://m.media-amazon.com/images/I/51Td0YDSg+L.jpg,22lb
47796,https://m.media-amazon.com/images/I/51TdZfKNKJL.jpg,37 pounds
47842,https://m.media-amazon.com/images/I/51TgAYvST0L.jpg,1.8 lb
47947,https://m.media-amazon.com/images/I/51Tls2hi+cL.jpg,330 lb
47982,https://m.media-amazon.com/images/I/51Tnyu6H6uL.jpg,300 lbs
48005,https://m.media-amazon.com/images/I/51TpBfdxKfL.jpg,227 kg
48022,https://m.media-amazon.com/images/I/51Tq1Igf88L.jpg,22.0 pounds
48048,https://m.media-amazon.com/images/I/51TsJskn5WL.jpg,48 lb
48105,https://m.media-amazon.com/images/I/51TwHhKQg1L.jpg,36.0 inch
48138,https://m.media-amazon.com/images/I/51TyW2yLI-L.jpg,3000LBS
48158,https://m.media-amazon.com/images/I/51Tzv1RYa9L.jpg,176 LBS
48164,https://m.media-amazon.com/images/I/51U+8jks07L.jpg,150KG
48166,https://m.media-amazon.com/images/I/51U+BHBCxbL.jpg,10.16 lbs
48186,https://m.media-amazon.com/images/I/51U-gcCiFmL.jpg,500 gram
48201,https://m.media-amazon.com/images/I/51U0RzrzisS.jpg,500 gram
48217,https://m.media-amazon.com/images/I/51U1Fddh9QL.jpg,330lb
48246,https://m.media-amazon.com/images/I/51U2w2I1r4L.jpg,1000 gram
48259,https://m.media-amazon.com/images/I/51U3jyQTOOL.jpg,286 lbs
48270,https://m.media-amazon.com/images/I/51U4s3UpEmL.jpg,220 lb
48345,https://m.media-amazon.com/images/I/51UALqTrcZL.jpg,600 LBS.
48380,https://m.media-amazon.com/images/I/51UCoG4zjcL.jpg,85 lbs / 38.5 kg
48407,https://m.media-amazon.com/images/I/51UEM9WCK8L.jpg,200 LBS
48415,https://m.media-amazon.com/images/I/51UEkyU74QL.jpg,30lbs
48443,https://m.media-amazon.com/images/I/51UGxHFGUPL.jpg,10kg
48467,https://m.media-amazon.com/images/I/51UIfTadZWL.jpg,600 LBS
48495,https://m.media-amazon.com/images/I/51UKdGj+HFL.jpg,265lb
48517,https://m.media-amazon.com/images/I/51ULeafR5JL.jpg,0.6 inch
48624,https://m.media-amazon.com/images/I/51UU8oiL7KL.jpg,400 lb
48677,https://m.media-amazon.com/images/I/51UYjEaJDQS.jpg,120KG
48714,https://m.media-amazon.com/images/I/51Ubyo2419L.jpg,500 gram
48869,https://m.media-amazon.com/images/I/51Uo37CB66L.jpg,450 lb
48881,https://m.media-amazon.com/images/I/51UorxybX1L.jpg,220 lbs
48930,https://m.media-amazon.com/images/I/51UtPZVjkOL.jpg,150.0 pound
48957,https://m.media-amazon.com/images/I/51Uv2CP-hBL.jpg,220 pounds
48964,https://m.media-amazon.com/images/I/51UwBaxVDtL.jpg,34kg
48977,https://m.media-amazon.com/images/I/51UxZZunAxL.jpg,220 lb
49019,https://m.media-amazon.com/images/I/51Uzkn9M0jL.jpg,250Lbs
49092,https://m.media-amazon.com/images/I/51V4NWQxMRL.jpg,220 lbs
49100,https://m.media-amazon.com/images/I/51V5KS+SBKL.jpg,10.0 kg
49144,https://m.media-amazon.com/images/I/51V8HmjBqXL.jpg,1.5 LBS / 0.68 KG
49320,https://m.media-amazon.com/images/I/51VK0JjgJHL.jpg,176 lbs
49385,https://m.media-amazon.com/images/I/51VOH6moVGL.jpg,65lbs
49438,https://m.media-amazon.com/images/I/51VSSfi9LGL.jpg,300 lbs
49507,https://m.media-amazon.com/images/I/51VWfnv6sAL.jpg,300lbs
49593,https://m.media-amazon.com/images/I/51Vdv4yZH5L.jpg,330 lbs
49613,https://m.media-amazon.com/images/I/51VeTHGXzLS.jpg,88-200lbs
49622,https://m.media-amazon.com/images/I/51Vf-TBRf6L.jpg,24 LBS
49690,https://m.media-amazon.com/images/I/51VjCgXZ8OL.jpg,20lb
49691,https://m.media-amazon.com/images/I/51VjFoETbiL.jpg,100.0 kilogram
49705,https://m.media-amazon.com/images/I/51Vk77ZFenL.jpg,150 kg
49746,https://m.media-amazon.com/images/I/51VnDxALhpS.jpg,500 gram
49772,https://m.media-amazon.com/images/I/51VovwSHqaL.jpg,44.0 pound
49792,https://m.media-amazon.com/images/I/51Vq+OeAgEL.jpg,6600 Pound
49806,https://m.media-amazon.com/images/I/51VqbSJeErL.jpg,1000 gram
49893,https://m.media-amazon.com/images/I/51VwnM2sZEL.jpg,500 gram
49928,https://m.media-amazon.com/images/I/51VzMshPCAL.jpg,330lb
49970,https://m.media-amazon.com/images/I/51W0Y7xk4JL.jpg,770 lbs
50022,https://m.media-amazon.com/images/I/51W3mUmNJJL.jpg,500 gram
50032,https://m.media-amazon.com/images/I/51W4lyfdxaL.jpg,100.0 pound
50065,https://m.media-amazon.com/images/I/51W66ygIEJL.jpg,220 lbs
50140,https://m.media-amazon.com/images/I/51WBM-aG66L.jpg,800lb
50216,https://m.media-amazon.com/images/I/51WEq+UDhSL.jpg,400 lbs
50292,https://m.media-amazon.com/images/I/51WJddVGLsL.jpg,500lb
50314,https://m.media-amazon.com/images/I/51WL7h1e12S.jpg,500 gram
50413,https://m.media-amazon.com/images/I/51WSgf58DWL.jpg,66lb
50425,https://m.media-amazon.com/images/I/51WTq0FbM6L.jpg,440 LBS
50470,https://m.media-amazon.com/images/I/51WWinSI7UL.jpg,30 kg
50499,https://m.media-amazon.com/images/I/51WZ2XcI4ES.jpg,200 kg
50547,https://m.media-amazon.com/images/I/51WbYq07MdL.jpg,400 pound
50559,https://m.media-amazon.com/images/I/51WcaC80-4L.jpg,18000 Pound
50560,https://m.media-amazon.com/images/I/51WczOBWBzL.jpg,35 lb
50614,https://m.media-amazon.com/images/I/51WgiNYrtKL.jpg,300 pounds
50644,https://m.media-amazon.com/images/I/51Wk4tDvFKL.jpg,220 lb
50660,https://m.media-amazon.com/images/I/51WkxIAAf2L.jpg,17.0 pound
50689,https://m.media-amazon.com/images/I/51Wmu3XvmcL.jpg,200lb
50775,https://m.media-amazon.com/images/I/51WrnkxXiNL.jpg,15kg
50779,https://m.media-amazon.com/images/I/51Ws9fLYhQL.jpg,500 gram
50790,https://m.media-amazon.com/images/I/51Wsdsl03sL.jpg,180LBS
50863,https://m.media-amazon.com/images/I/51WxlqX-K9S.jpg,300 LBS
50869,https://m.media-amazon.com/images/I/51Wy1uqqvCL.jpg,800LBS
50903,https://m.media-amazon.com/images/I/51X-1+0fsIL.jpg,95 kg
50948,https://m.media-amazon.com/images/I/51X1iuwKnnL.jpg,330LB(150kg)
50959,https://m.media-amazon.com/images/I/51X2FBPzR2L.jpg,1000 kg
50965,https://m.media-amazon.com/images/I/51X38+xPQ4L.jpg,110 lbs
51019,https://m.media-amazon.com/images/I/51X6DOzacDL.jpg,8.0 kg
51034,https://m.media-amazon.com/images/I/51X79g3EMSL.jpg,100 KG
51064,https://m.media-amazon.com/images/I/51X9a2Ox4zL.jpg,10.0 pound
51079,https://m.media-amazon.com/images/I/51XAIvtc7OL.jpg,500 gram
51185,https://m.media-amazon.com/images/I/51XHJAKJt5L.jpg,100 kg
51270,https://m.media-amazon.com/images/I/51XMQCTb5TL.jpg,700lbs
51273,https://m.media-amazon.com/images/I/51XMj2WGIuL.jpg,250 pounds
51286,https://m.media-amazon.com/images/I/51XNsBrEC+L.jpg,500 gram
51310,https://m.media-amazon.com/images/I/51XPjQkGu6L.jpg,10 lbs
51336,https://m.media-amazon.com/images/I/51XTBLzhd9L.jpg,500 pounds
51346,https://m.media-amazon.com/images/I/51XTU36etAL.jpg,220 lbs
51363,https://m.media-amazon.com/images/I/51XUYz+RZuL.jpg,660 lbs
51382,https://m.media-amazon.com/images/I/51XWj1aW9MS.jpg,500 gram
51420,https://m.media-amazon.com/images/I/51XYjAyiirL.jpg,2.9 lbs
51509,https://m.media-amazon.com/images/I/51XeY7BXZ5L.jpg,6.0 Tons
51652,https://m.media-amazon.com/images/I/51XojdYkKXL.jpg,600 gram
51733,https://m.media-amazon.com/images/I/51XuQMZ1ryL.jpg,147 g
51807,https://m.media-amazon.com/images/I/51XzxSUrbIL.jpg,150KG
51811,https://m.media-amazon.com/images/I/51Y+a6YndTL.jpg,220lb
51883,https://m.media-amazon.com/images/I/51Y3JIfiYEL.jpg,"2000 lb, 900 kg"
51911,https://m.media-amazon.com/images/I/51Y4UI5DPML.jpg,220lbs
52119,https://m.media-amazon.com/images/I/51YJV-LTCCL.jpg,50 kg
52187,https://m.media-amazon.com/images/I/51YN2+HAmOL.jpg,300LBS
52195,https://m.media-amazon.com/images/I/51YOOPVwaeS.jpg,500 gram
52210,https://m.media-amazon.com/images/I/51YPMX9z5IL.jpg,1000 LBS
52235,https://m.media-amazon.com/images/I/51YR-fox6AL.jpg,300kg
52246,https://m.media-amazon.com/images/I/51YS4wNk3sL.jpg,45 pounds
52258,https://m.media-amazon.com/images/I/51YT5yXzP0L.jpg,280 LBS
52272,https://m.media-amazon.com/images/I/51YUIuwqCIL.jpg,400 LBS
52287,https://m.media-amazon.com/images/I/51YV2wm0peL.jpg,300 LB
52299,https://m.media-amazon.com/images/I/51YVpXegrKL.jpg,700 lbs
52321,https://m.media-amazon.com/images/I/51YXq0eB4FL.jpg,243lb
52360,https://m.media-amazon.com/images/I/51Yax3i4dQL.jpg,500 gram
52393,https://m.media-amazon.com/images/I/51YebgAf5EL.jpg,100KG
52412,https://m.media-amazon.com/images/I/51YfZS3SwdL.jpg,35 lb & 32 in
52493,https://m.media-amazon.com/images/I/51YkZ4XrMfL.jpg,25.0 kg
52517,https://m.media-amazon.com/images/I/51Ym83v5eyS.jpg,220lbs
52678,https://m.media-amazon.com/images/I/51YxS2xnFEL.jpg,500 gram
52706,https://m.media-amazon.com/images/I/51Z+OVNOPbL.jpg,44 lbs
52748,https://m.media-amazon.com/images/I/51Z11pNdzhL.jpg,800 lbs
52766,https://m.media-amazon.com/images/I/51Z1v5cE09L.jpg,265 lbs
52793,https://m.media-amazon.com/images/I/51Z3aqQlj3L.jpg,35-50Miles
52795,https://m.media-amazon.com/images/I/51Z3fmPWtPL.jpg,90 kg
52830,https://m.media-amazon.com/images/I/51Z6ZN6PuAL.jpg,88-200lbs
52831,https://m.media-amazon.com/images/I/51Z6jQlXJXL.jpg,2200 grams
52961,https://m.media-amazon.com/images/I/51ZFpC6KB7L.jpg,500 gram
53011,https://m.media-amazon.com/images/I/51ZJkxmsrDL.jpg,1600 pounds
53073,https://m.media-amazon.com/images/I/51ZMaxy45pL.jpg,150KG
53075,https://m.media-amazon.com/images/I/51ZMuUwl0KL.jpg,50 LBS
53096,https://m.media-amazon.com/images/I/51ZOwCfb0CL.jpg,100.0 pound
53127,https://m.media-amazon.com/images/I/51ZR3yczc1L.jpg,220 LBS
53174,https://m.media-amazon.com/images/I/51ZUuHKSeCL.jpg,330lbs
53236,https://m.media-amazon.com/images/I/51ZZYRA82NL.jpg,300LBS
53251,https://m.media-amazon.com/images/I/51Zarba7mCL.jpg,44 lbs
53324,https://m.media-amazon.com/images/I/51ZeVhzuv5L.jpg,500 gram
53345,https://m.media-amazon.com/images/I/51Zgg66QehL.jpg,365 lbs
53395,https://m.media-amazon.com/images/I/51ZjxB2bxZL.jpg,661 lbs
53404,https://m.media-amazon.com/images/I/51ZkkvH5idL.jpg,10 lbs
53414,https://m.media-amazon.com/images/I/51ZlqaZgMES.jpg,265 lbs
53424,https://m.media-amazon.com/images/I/51ZmhRQk3xL.jpg,330lb
53456,https://m.media-amazon.com/images/I/51ZpQePeTZL.jpg,30-66 lbs
53576,https://m.media-amazon.com/images/I/51Zy56sINoL.jpg,12.0 pound
53586,https://m.media-amazon.com/images/I/51ZzddTPR6S.jpg,160.0 lb
53627,https://m.media-amazon.com/images/I/51a0jJWckbL.jpg,66lb
53645,https://m.media-amazon.com/images/I/51a1oCGm10L.jpg,255kg
53654,https://m.media-amazon.com/images/I/51a2LG2ZiVL.jpg,300 LBS
53700,https://m.media-amazon.com/images/I/51a4nOWsaTL.jpg,220 lbs
53747,https://m.media-amazon.com/images/I/51a7AWxU3dL.jpg,80LBS
53758,https://m.media-amazon.com/images/I/51a7o4JdeRL.jpg,330 lb
53769,https://m.media-amazon.com/images/I/51a8UrDuk9L.jpg,1760 pounds
53812,https://m.media-amazon.com/images/I/51aAi6yaBkL.jpg,32 in
53845,https://m.media-amazon.com/images/I/51aD4nCpFGL.jpg,12.0 inch
53849,https://m.media-amazon.com/images/I/51aD9l6M-3L.jpg,400 lbs
53882,https://m.media-amazon.com/images/I/51aFt-zMDJL.jpg,180lb
54009,https://m.media-amazon.com/images/I/51aOBf7Cm+L.jpg,15 pounds
54060,https://m.media-amazon.com/images/I/51aRUsfwLZL.jpg,300 LBS
54077,https://m.media-amazon.com/images/I/51aSNwa685L.jpg,33.5 lb
54176,https://m.media-amazon.com/images/I/51aZdaTMPML.jpg,300 LBS
54177,https://m.media-amazon.com/images/I/51aZoAoKwbL.jpg,3.88 pounds
54202,https://m.media-amazon.com/images/I/51abuP9RQwL.jpg,10.0 pound
54244,https://m.media-amazon.com/images/I/51adsPYnHLL.jpg,50.0 kg
54316,https://m.media-amazon.com/images/I/51aiS0lIVyS.jpg,120KG
54371,https://m.media-amazon.com/images/I/51alimIIzLL.jpg,31.0 lb
54407,https://m.media-amazon.com/images/I/51aouaUC7OL.jpg,0.83 kg
54457,https://m.media-amazon.com/images/I/51asc6raAtL.jpg,6500 Pound
54579,https://m.media-amazon.com/images/I/51b+Gwef9wS.jpg,200LBS
54614,https://m.media-amazon.com/images/I/51b0ltUFc8L.jpg,500 gram
54633,https://m.media-amazon.com/images/I/51b266O+OeS.jpg,6-24 months
54687,https://m.media-amazon.com/images/I/51b5x2Ffa1L.jpg,22lb
54753,https://m.media-amazon.com/images/I/51b9gYrPj5L.jpg,500 gram
54770,https://m.media-amazon.com/images/I/51bBSbQk4iL.jpg,400.0 Pounds
54772,https://m.media-amazon.com/images/I/51bBeUxIoPL.jpg,87 miles
54785,https://m.media-amazon.com/images/I/51bD9N0hCFL.jpg,660lb
54902,https://m.media-amazon.com/images/I/51bKeV7b12L.jpg,35 pounds
54919,https://m.media-amazon.com/images/I/51bLK-3+PZS.jpg,150KG
55073,https://m.media-amazon.com/images/I/51bUgMn5XIL.jpg,250 lb
55081,https://m.media-amazon.com/images/I/51bUx1oxlBL.jpg,15 lbs
55110,https://m.media-amazon.com/images/I/51bXDMz47RL.jpg,330lbs
55116,https://m.media-amazon.com/images/I/51bXMfqaf7L.jpg,60 pounds
55123,https://m.media-amazon.com/images/I/51bXodVBOQL.jpg,330LB
55124,https://m.media-amazon.com/images/I/51bXzahzO4S.jpg,30 pounds
55177,https://m.media-amazon.com/images/I/51bcfdvXf4L.jpg,265 LBS
55224,https://m.media-amazon.com/images/I/51bfbK7fcqL.jpg,200KG
55290,https://m.media-amazon.com/images/I/51bk7pc8rgL.jpg,100KG
55336,https://m.media-amazon.com/images/I/51bndKO4tDL.jpg,50LBs
55427,https://m.media-amazon.com/images/I/51btVA8AEtL.jpg,350 LBS
55481,https://m.media-amazon.com/images/I/51bxGQlSexL.jpg,500 LBS
55497,https://m.media-amazon.com/images/I/51byJ1tU3+L.jpg,1100 lbs
55569,https://m.media-amazon.com/images/I/51c-oxsDvnL.jpg,45lb
55617,https://m.media-amazon.com/images/I/51c3zG97ObL.jpg,500 gram
55621,https://m.media-amazon.com/images/I/51c4CTZlpaL.jpg,200 gram
55715,https://m.media-amazon.com/images/I/51cBKBi8MYL.jpg,440 LBS
55720,https://m.media-amazon.com/images/I/51cBnI6uYUL.jpg,220 lb
55742,https://m.media-amazon.com/images/I/51cD2Pc5jpL.jpg,500 lbs
55775,https://m.media-amazon.com/images/I/51cFa3CTknL.jpg,265 lb
55793,https://m.media-amazon.com/images/I/51cG1rmlDhL.jpg,30lb
55799,https://m.media-amazon.com/images/I/51cGH1ZdZPL.jpg,265 lbs / 120 kg
55809,https://m.media-amazon.com/images/I/51cGx5vjKRL.jpg,150KG
55881,https://m.media-amazon.com/images/I/51cKlB76MKL.jpg,3316
55890,https://m.media-amazon.com/images/I/51cLf3FRgSL.jpg,40-100 lb
55891,https://m.media-amazon.com/images/I/51cLpsVP8nL.jpg,500LB
55942,https://m.media-amazon.com/images/I/51cPepG9KoL.jpg,1000 gram
55962,https://m.media-amazon.com/images/I/51cRcLJN8eL.jpg,220lb
55970,https://m.media-amazon.com/images/I/51cSmrn2PhL.jpg,220lbs
55979,https://m.media-amazon.com/images/I/51cTJO0FDdL.jpg,17000 gram
56025,https://m.media-amazon.com/images/I/51cW22C46ML.jpg,440 lb
56040,https://m.media-amazon.com/images/I/51cXzycxWnL.jpg,367 watt-hour
56073,https://m.media-amazon.com/images/I/51cap73kctL.jpg,250KG
56157,https://m.media-amazon.com/images/I/51chEvmohRL.jpg,220LBS
56180,https://m.media-amazon.com/images/I/51cj6zBoEDL.jpg,330 lbs
56223,https://m.media-amazon.com/images/I/51cmRSbHT+L.jpg,7 pounds
56230,https://m.media-amazon.com/images/I/51cmmeaN5FS.jpg,265 LBS
56254,https://m.media-amazon.com/images/I/51cpFmyBeNS.jpg,240cm
56314,https://m.media-amazon.com/images/I/51ct3PXfM4L.jpg,25KG/5lb
56366,https://m.media-amazon.com/images/I/51cwwQh9cYL.jpg,330lbs
56384,https://m.media-amazon.com/images/I/51cyJSWT55L.jpg,500 gram
56410,https://m.media-amazon.com/images/I/51d+C+1KKQL.jpg,50 lbs
56426,https://m.media-amazon.com/images/I/51d-O6k5UUL.jpg,200g
56518,https://m.media-amazon.com/images/I/51d6RuqCPTL.jpg,200LBS
56539,https://m.media-amazon.com/images/I/51d7YznfXqL.jpg,300 lbs
56565,https://m.media-amazon.com/images/I/51d9KdWyfKL.jpg,50-58cm
56637,https://m.media-amazon.com/images/I/51dF7VGIjuL.jpg,400 pounds
56655,https://m.media-amazon.com/images/I/51dG55ghUTL.jpg,330 lbs
56659,https://m.media-amazon.com/images/I/51dG9YyHUzL.jpg,235 lbs
56730,https://m.media-amazon.com/images/I/51dKZu5P8qL.jpg,5 KG
56858,https://m.media-amazon.com/images/I/51dVoeXwSRL.jpg,250 kg
56873,https://m.media-amazon.com/images/I/51dWp7dsWXL.jpg,500 gram
56887,https://m.media-amazon.com/images/I/51dXQZnR46L.jpg,350Lbs
56943,https://m.media-amazon.com/images/I/51daTmoDyKL.jpg,21 kg
56978,https://m.media-amazon.com/images/I/51dc8vYzzZL.jpg,25 pounds
56984,https://m.media-amazon.com/images/I/51dcyAQfo0L.jpg,500 gram
57017,https://m.media-amazon.com/images/I/51dfbODwVdL.jpg,100KG
57024,https://m.media-amazon.com/images/I/51dgAF3G3CL.jpg,45 pounds
57038,https://m.media-amazon.com/images/I/51dhE2REooS.jpg,300 pounds
57041,https://m.media-amazon.com/images/I/51dhOzhHk+L.jpg,450 LBS
57048,https://m.media-amazon.com/images/I/51di+yHXn3S.jpg,120 kg
57212,https://m.media-amazon.com/images/I/51duwWBUpWL.jpg,500 gram
57215,https://m.media-amazon.com/images/I/51dvBUjO3oL.jpg,500 gram
57261,https://m.media-amazon.com/images/I/51dzFVPB2XL.jpg,300 LBS
57309,https://m.media-amazon.com/images/I/51e-wJMKxNL.jpg,375.1 LB
57310,https://m.media-amazon.com/images/I/51e07k83b+L.jpg,150 kg / 330 lbs
57331,https://m.media-amazon.com/images/I/51e1FLQmWAL.jpg,220 lbs
57334,https://m.media-amazon.com/images/I/51e1UznbF4L.jpg,50 lbs
57336,https://m.media-amazon.com/images/I/51e1bbBrzyL.jpg,52cm
57437,https://m.media-amazon.com/images/I/51e9245ZyTL.jpg,220lbs
57471,https://m.media-amazon.com/images/I/51eBGiZrRKL.jpg,300LB
57476,https://m.media-amazon.com/images/I/51eBKzKdCfL.jpg,30 LBS
57527,https://m.media-amazon.com/images/I/51eF4tEiK8L.jpg,140lb
57533,https://m.media-amazon.com/images/I/51eFqDQg0YL.jpg,110 kg
57547,https://m.media-amazon.com/images/I/51eH2eAQEvL.jpg,300LBS
57554,https://m.media-amazon.com/images/I/51eHCABA8pL.jpg,35 pounds
57559,https://m.media-amazon.com/images/I/51eHwaA3UgL.jpg,330LBS
57562,https://m.media-amazon.com/images/I/51eIDFM3-gL.jpg,150KG
57623,https://m.media-amazon.com/images/I/51eNIRKMh4L.jpg,500 gram
57670,https://m.media-amazon.com/images/I/51eQzrDJRdL.jpg,330 LBS
57727,https://m.media-amazon.com/images/I/51eW55ew1bL.jpg,300 lbs
57736,https://m.media-amazon.com/images/I/51eWJVGb5xL.jpg,11lb/5kg
57769,https://m.media-amazon.com/images/I/51eYFNaSpsL.jpg,250 kg (550 lbs)
57779,https://m.media-amazon.com/images/I/51eZVxHCEhL.jpg,150KG
57797,https://m.media-amazon.com/images/I/51eaeoa2DEL.jpg,330lb
57903,https://m.media-amazon.com/images/I/51ejV2SicVL.jpg,300 lbs
57904,https://m.media-amazon.com/images/I/51eje4HT1cL.jpg,60.0 lb
57940,https://m.media-amazon.com/images/I/51elqPWFnBL.jpg,12.0 inch
57971,https://m.media-amazon.com/images/I/51eo5FH-jWL.jpg,24.5 inch
57973,https://m.media-amazon.com/images/I/51eoB5c2uEL.jpg,250 lbs
57994,https://m.media-amazon.com/images/I/51epeVgkg-L.jpg,150kg
58001,https://m.media-amazon.com/images/I/51epmOYRsvL.jpg,350 pounds
58063,https://m.media-amazon.com/images/I/51eugIzxOAL.jpg,500 gram
58065,https://m.media-amazon.com/images/I/51evUsNkweL.jpg,50 lb
58069,https://m.media-amazon.com/images/I/51evodVkXzL.jpg,36 pounds
58127,https://m.media-amazon.com/images/I/51ezRZ7AmoL.jpg,800LBS
58128,https://m.media-amazon.com/images/I/51ezShX6oOL.jpg,26 Pounds
58142,https://m.media-amazon.com/images/I/51f+DYvgiTL.jpg,10kg
58165,https://m.media-amazon.com/images/I/51f+tXDlZTL.jpg,660 lb
58200,https://m.media-amazon.com/images/I/51f1ci56m+L.jpg,33 lbs
58360,https://m.media-amazon.com/images/I/51fD6f7ts-L.jpg,3+
58393,https://m.media-amazon.com/images/I/51fG7VZ5ceL.jpg,70L
58408,https://m.media-amazon.com/images/I/51fGwIx8dAL.jpg,150kg
58433,https://m.media-amazon.com/images/I/51fI30jjkuL.jpg,125 lbs.
58517,https://m.media-amazon.com/images/I/51fNYqeHoqL.jpg,135 LB
58539,https://m.media-amazon.com/images/I/51fPbn8Hc-L.jpg,40-100 pounds
58565,https://m.media-amazon.com/images/I/51fQmbPSCPL.jpg,50KG
58594,https://m.media-amazon.com/images/I/51fTVZ9mAtL.jpg,50 Lbs
58630,https://m.media-amazon.com/images/I/51fWLvvFAIL.jpg,330 lbs
58667,https://m.media-amazon.com/images/I/51fZKq1S4IL.jpg,150KG / 330LB
58743,https://m.media-amazon.com/images/I/51fdkb6QLUL.jpg,300LBS
58754,https://m.media-amazon.com/images/I/51feQSHZguL.jpg,880Lbs
58789,https://m.media-amazon.com/images/I/51fgVSaNSTS.jpg,10kg
58850,https://m.media-amazon.com/images/I/51fm0eV54gL.jpg,45 lb
58866,https://m.media-amazon.com/images/I/51fn0mh-8cL.jpg,22-66 LBS
58883,https://m.media-amazon.com/images/I/51foMK0a9EL.jpg,35 lbs
58957,https://m.media-amazon.com/images/I/51ftrLglj+S.jpg,44 pounds
58958,https://m.media-amazon.com/images/I/51fuFdoIyVL.jpg,275 lb
59031,https://m.media-amazon.com/images/I/51fyxDnn-XS.jpg,265 lbs
59094,https://m.media-amazon.com/images/I/51g0p+Nsd5S.jpg,300KG
59200,https://m.media-amazon.com/images/I/51g8Cyns36L.jpg,220lb
59258,https://m.media-amazon.com/images/I/51gBm6XsCZL.jpg,72.75 lb
59351,https://m.media-amazon.com/images/I/51gIa5qRuUL.jpg,300 lb
59371,https://m.media-amazon.com/images/I/51gK-aGJZ2L.jpg,265 LBS
59472,https://m.media-amazon.com/images/I/51gQ6YAq3vL.jpg,150kg
59473,https://m.media-amazon.com/images/I/51gQ8hdziuL.jpg,400lb
59486,https://m.media-amazon.com/images/I/51gRWWdXP9L.jpg,300 LBS
59498,https://m.media-amazon.com/images/I/51gS0AaStsL.jpg,138 gram
59510,https://m.media-amazon.com/images/I/51gSqNfD30L.jpg,330lb
59518,https://m.media-amazon.com/images/I/51gTGQ73j2L.jpg,87.4 lbs
59520,https://m.media-amazon.com/images/I/51gTgrYqm5S.jpg,10kg
59600,https://m.media-amazon.com/images/I/51ga7k8qTOL.jpg,175lbs
59694,https://m.media-amazon.com/images/I/51ggiyxLK0L.jpg,33 pounds
59730,https://m.media-amazon.com/images/I/51gimJd+sjL.jpg,125 LBS
59783,https://m.media-amazon.com/images/I/51gmbmx91nL.jpg,201 g
59788,https://m.media-amazon.com/images/I/51gn-deBbrL.jpg,100.0 pound
59815,https://m.media-amazon.com/images/I/51gpOsxb85L.jpg,330lb
59980,https://m.media-amazon.com/images/I/51gzsq25HaL.jpg,50 MPH
60009,https://m.media-amazon.com/images/I/51h-WMNrjPL.jpg,52 pounds
60021,https://m.media-amazon.com/images/I/51h1C0TPv0L.jpg,18650 lithium battery
60134,https://m.media-amazon.com/images/I/51h9HxY-zvL.jpg,280 lbs
60198,https://m.media-amazon.com/images/I/51hDKthmicL.jpg,24 Pack
60256,https://m.media-amazon.com/images/I/51hGZU3zJ2L.jpg,122.5 kg
60284,https://m.media-amazon.com/images/I/51hJ6Vxy1cL.jpg,135KG
60285,https://m.media-amazon.com/images/I/51hJhBhUC2L.jpg,220lb/100kg
60289,https://m.media-amazon.com/images/I/51hJo219LiL.jpg,250 LB
60296,https://m.media-amazon.com/images/I/51hKC3i0iVL.jpg,275 lb
60536,https://m.media-amazon.com/images/I/51hbj-PN-xL.jpg,110 lbs
60583,https://m.media-amazon.com/images/I/51heG9mzi3L.jpg,110 lbs
60756,https://m.media-amazon.com/images/I/51hoJWG7UVL.jpg,880.0 Pounds
60906,https://m.media-amazon.com/images/I/51i-kIVaoIL.jpg,330 pounds
60920,https://m.media-amazon.com/images/I/51i0byCF-YL.jpg,32 in
61027,https://m.media-amazon.com/images/I/51i6raiDoDL.jpg,25 pounds
61029,https://m.media-amazon.com/images/I/51i74eX+c9L.jpg,800LB
61043,https://m.media-amazon.com/images/I/51i8Nes3sDL.jpg,220lb
61074,https://m.media-amazon.com/images/I/51iAiGfiTwL.jpg,400 pounds
61099,https://m.media-amazon.com/images/I/51iCQ7cTqxL.jpg,270 lbs
61135,https://m.media-amazon.com/images/I/51iEqBKC2PL.jpg,220 lb
61142,https://m.media-amazon.com/images/I/51iFgpgn6OL.jpg,500 gram
61184,https://m.media-amazon.com/images/I/51iI7MydduL.jpg,24 pack
61200,https://m.media-amazon.com/images/I/51iIj6p6pnL.jpg,250 lbs
61256,https://m.media-amazon.com/images/I/51iLHjGNiHL.jpg,900 lb
61335,https://m.media-amazon.com/images/I/51iQHP4Si0L.jpg,240 lb
61394,https://m.media-amazon.com/images/I/51iT10wTUQL.jpg,50 LBS.
61402,https://m.media-amazon.com/images/I/51iTCsYpAgL.jpg,"80,000 Lb"
61511,https://m.media-amazon.com/images/I/51icGwjAWeL.jpg,330 pounds
